Date,org_price,pred_price,error
2017-09-29,-0.2990891020641298,-0.0542728966454008,0.244816205418729
2017-10-09,1.2791109002193164,-0.4981738304242189,1.7772847306435353
2017-10-10,0.2831148084641579,0.629008861034599,0.3458940525704411
2017-10-11,-1.6679446090629693,-0.039302236766113,1.6286423722968562
2017-10-12,-0.1273994808337469,-0.9197156076495125,0.7923161268157657
2017-10-13,1.1796699751645279,0.2944401341151384,0.8852298410493895
2017-10-16,-0.19463898658124273,0.12929915083723875,0.3239381374184815
2017-10-17,-0.09208342217032782,-0.02423177185335096,0.06785165031697686
2017-10-18,-1.3695307582145344,0.12596190886369119,1.4954926670782256
2017-10-19,-0.8606471118933855,-0.46358454713660135,0.39706256475678414
2017-10-20,1.3326198452561153,0.5788990125377199,0.7537208327183954
2017-10-23,-0.023831532590466633,-0.0330625538000624,0.009231021209595767
2017-10-24,0.18358174333977773,0.04766888131573149,0.13591286202404623
2017-10-25,0.18331532331391548,0.38218209826412086,0.19886677495020538
2017-10-26,0.9380111683419513,0.5006305162378362,0.43738065210411514
2017-10-27,-0.5034385427256353,0.2747979074964353,0.7782364502220706
2017-10-30,-0.6439660095049584,-0.4905430422475022,0.1534229672574562
2017-10-31,-0.12757020021208418,-0.29192922393751,0.1643590237254258
2017-11-01,0.32174713388594356,-0.1822399661545686,0.5039871000405122
2017-11-02,-1.2035421791764258,0.5640687510806643,1.7676109302570902
2017-11-03,0.010755140977978079,-0.47213015837834504,0.4828852993563231
2017-11-06,-0.618907714910064,0.1994697973451932,0.8183775122552572
2017-11-07,-0.41099644658412593,-0.34159195988881097,0.06940448669531496
2017-11-08,-1.3353722164837831,-0.76656164190311,0.5688105745806731
2017-11-09,-2.402842613957619,-0.6623487352678714,1.7404938786897477
2017-11-10,-0.20794848075137867,-0.7529681616793251,0.5450196809279464
2017-11-13,0.3022651185187703,0.10276691214957581,0.1994982063691945
2017-11-14,-0.39026709194394005,0.18930282744446725,0.5795699193884073
2017-11-15,-0.4283684091967759,-0.6546223194041088,0.22625391020733288
2017-11-16,1.2504916288615722,0.2442452479033258,1.0062463809582463
2017-11-17,-0.5709403186509431,0.30307762579640185,0.8740179444473449
2017-11-20,-1.3461071462377485,-0.012297869279955798,1.3338092769577927
2017-11-21,-1.924422023762724,-0.5654395108288173,1.3589825129339068
2017-11-22,-0.629225098252954,-0.6190108010634905,0.01021429718946354
2017-11-23,0.9880729577968005,0.5373749728520969,0.4506979849447036
2017-11-24,-0.2515306281571047,0.4759859448704402,0.7275165730275449
2017-11-27,0.08575666345803487,0.28118570001949406,0.19542903656145919
2017-11-28,-1.1953415705359978,0.18343191352580734,1.378773484061805
2017-11-29,-1.5922283579460266,-0.8825968759289138,0.7096314820171128
2017-11-30,-1.654527267290313,-0.772814245998604,0.881713021291709
2017-12-01,1.0206280454406214,-0.6590460495267152,1.6796740949673366
2017-12-04,0.1266948386691374,0.8734476421413055,0.7467528034721682
2017-12-05,-0.027878083948669478,-0.03826076116927968,0.0103826772206102
2017-12-06,-2.2530969641110183,-0.43164840694439177,1.8214485571666266
2017-12-07,-1.2980329648684268,-1.0027326691194016,0.29530029574902517
2017-12-08,0.210042656876194,-0.37077807191205414,0.5808207287882481
2017-12-11,0.24943277535512182,0.16640691999136026,0.08302585536376156
2017-12-12,-0.2677516231963386,0.32593397896645104,0.5936856021627896
2017-12-13,-0.10881734834843955,-0.38069696830662725,0.2718796199581877
2017-12-14,0.1303276303043957,-0.17228037720191092,0.3026080075063066
2017-12-15,0.923258746758408,0.9551067565849181,0.03184800982651004
2017-12-18,1.8526202906502054,0.509648774205786,1.3429715164444194
2017-12-19,-0.14482482585075962,0.5170152263315213,0.6618400521822809
2017-12-20,1.018181106750929,0.7432301083384307,0.27495099841249826
2017-12-21,0.43425949798073277,0.613446022474085,0.1791865244933522
2017-12-22,-0.18154823583719906,0.5679121327930594,0.7494603686302584
2017-12-25,0.9689853384527557,0.8720871300549846,0.09689820839777108
2017-12-26,-1.449015439011401,1.1059782782148666,2.5549937172262673
2017-12-27,1.0882173981458219,0.5148994913962714,0.5733179067495504
2017-12-28,1.4188211043691605,0.8321342003953827,0.5866869039737779
2017-12-29,1.6624785348395608,0.774283405197405,0.8881951296421557
2018-01-02,0.27129669726686984,0.23146035464765102,0.03983634261921881
2018-01-03,-0.6230437405231298,-0.07098624432363843,0.5520574961994914
2018-01-04,-0.4012705707326312,-0.8283947933638429,0.4271242226312117
2018-01-05,0.38538657536947274,0.39172172477482015,0.006335149405347407
2018-01-08,-0.6268663042270967,-0.5363446848940499,0.09052161933304681
2018-01-09,-0.17747387279344692,-0.6066985243448205,0.42922465155137357
2018-01-10,0.04842627312351179,-0.5330648275629744,0.5814911006864861
2018-01-11,1.0231129835503483,0.6046060772526367,0.4185069062977116
2018-01-12,-0.4380517473597966,0.23773575198500563,0.6757874993448022
2018-01-15,0.6460351161056792,0.5419018679092393,0.10413324819643988
2018-01-16,-1.716628795212409,0.387105097123041,2.10373389233545
2018-01-17,-1.8590850413745148,-0.9192247193385765,0.9398603220359383
2018-01-18,-0.027731972385149285,-0.25063889463923195,0.22290692225408265
2018-01-19,0.8162186574733808,0.8013371150554907,0.014881542417890192
2018-01-22,-0.4871813466204988,-0.27790634780362655,0.20927499881687223
2018-01-23,-0.027639566348873667,0.370925884002,0.39856545035087365
2018-01-24,-0.14295551566867246,-0.35193912257198434,0.20898360690331189
2018-01-25,0.739008212622012,0.33234386099681723,0.40666435162519476
2018-01-26,-0.2953004648903216,0.10592681667934922,0.4012272815696708
2018-01-29,0.010755140977978079,0.314901374849496,0.3041462338715179
2018-01-30,-1.221904451730465,-0.4726220002074035,0.7492824515230614
2018-01-31,-0.45501433037554057,-0.6101791091965318,0.15516477882099128
2018-02-01,-0.8874232925076487,0.15864778246880362,1.0460710749764524
2018-02-02,0.28487750178891674,-0.07215041036156677,0.3570279121504835
2018-02-05,-0.5381625101373374,-0.24967371103707947,0.28848879910025793
2018-02-06,-0.5803733306732328,-0.08547041322686244,0.4949029174463704
2018-02-07,-0.34542614345740363,-0.7882856618831031,0.4428595184256995
2018-02-08,0.48541211272681906,-0.1315364819455178,0.6169485946723369
2018-02-09,-0.5828812234925402,0.3919730115719444,0.9748542350644847
2018-02-12,0.5649135406189268,-1.4475492040089648,2.0124627446278915
2018-02-13,0.993551340860455,-0.10542686043677474,1.0989782012972298
2018-02-14,-0.6566064912800752,-0.4944224430164752,0.1621840482636
2018-02-22,-1.09717667029562,0.6626683994055382,1.7598450697011583
2018-02-23,1.0793062066865675,-0.27353289599833763,1.3528391026849051
2018-02-26,-0.0680479373303252,-0.3667718867519094,0.2987239494215842
2018-02-27,-0.3050131025832759,-0.11443741905167482,0.1905756835316011
2018-02-28,0.24766479155346344,0.02977317665226087,0.21789161490120257
2018-03-01,0.60084490025556,-0.23767374068246594,0.838518640938026
2018-03-02,0.28506943081753,0.06993649542828617,0.21513293538924383
2018-03-05,-1.1696399947934386,-0.15626827693359507,1.0133717178598436
2018-03-06,0.6025085971825607,-0.4446462625386065,1.047154859721167
2018-03-07,-0.30445736752298663,0.07998511058924507,0.3844424781122317
2018-03-08,-1.1792606884274377,-0.9413517816284718,0.23790890679896592
2018-03-09,0.010755140977978079,0.011515890061614464,0.0007607490836363858
2018-03-12,-0.7495178777524595,0.37631438036504394,1.1258322581175033
2018-03-13,-1.5661721314526715,-0.6651807961622481,0.9009913352904234
2018-03-14,0.1735174642576018,-0.13068119416125956,0.3041986584188614
2018-03-15,0.2544557483653769,-0.1934029702320812,0.44785871859745807
2018-03-16,0.6176955477249516,-0.16994936648713588,0.7876449142120875
2018-03-19,0.252612854324314,0.2015111442089328,0.05110171011538123
2018-03-20,0.051014004247258604,0.07016355379873618,0.019149549551477574
2018-03-21,-0.6351306357197091,-0.01666659385872471,0.6184640418609844
2018-03-22,0.25339924201292113,0.053691874086395364,0.19970736792652577
2018-03-23,-1.3303436181939907,0.003936730580790471,1.3342803487747812
2018-03-26,-0.48092837916602793,-0.7065327175412781,0.22560433837525018
2018-03-27,0.7882598548168602,-0.06153391028835742,0.8497937651052176
2018-03-28,-0.07083361490359777,-0.07809741244805224,0.00726379754445447
2018-03-29,0.41810554724940185,-0.2656433654177386,0.6837489126671404
2018-03-30,-0.47824353157838395,-0.2915548981404843,0.18668863343789965
2018-04-02,1.1484467878440277,-0.3348917280643853,1.483338515908413
2018-04-03,1.5763718244152036,-0.13456225422689716,1.7109340786421008
2018-04-04,-0.38860228621839815,-0.3011787536227155,0.08742353259568264
2018-04-09,1.204578416231187,0.22709780983435301,0.977480606396834
2018-04-10,1.113618920197997,2.633029547823674,1.5194106276256771
2018-04-11,0.2456760417090508,1.0316118800726526,0.7859358383636018
2018-04-12,-0.4988647150648557,0.929105517366587,1.4279702324314427
2018-04-13,1.8423605304821888,1.323184830828323,0.5191756996538659
2018-04-16,0.2810013066554949,-0.888170439025779,1.1691717456812738
2018-04-17,1.960242068091627,1.8722724862184421,0.08796958187318493
2018-04-18,0.20006648005118008,0.10805106755133131,0.09201541249984876
2018-04-19,2.960147594007452,1.960253608278896,0.9998939857285563
2018-04-20,-1.7719994833443007,-0.0008087075838538738,1.7711907757604468
2018-04-23,-0.5146084628478677,-0.4361283559166522,0.07848010693121543
2018-04-24,-3.9711064904515037,-2.8395313098804364,1.1315751805710672
2018-04-25,0.010755140977978079,-1.9988663813284742,2.0096215223064524
2018-04-26,-0.34058182155419225,0.38804985549690074,0.728631677051093
2018-04-27,0.5178886048094994,0.5257978513868632,0.007909246577363804
2018-05-02,-0.2230209999178983,-0.7391835453736944,0.5161625454557961
2018-05-03,0.8655579405593201,1.0052954172509863,0.13973747669166614
2018-05-04,0.39715444806546335,-0.5847655664646947,0.9819200145301581
2018-05-07,0.5494831500624815,1.6550146441220654,1.105531494059584
2018-05-08,0.35571617857981397,1.7150267585876127,1.3593105800077987
2018-05-09,-0.6032458121576564,0.2530196280772895,0.8562654402349459
2018-05-10,-0.22036627928374722,-0.16112742587779305,0.05923885340595417
2018-05-11,0.5109164767735019,-0.8266343559487989,1.3375508327223007
2018-05-14,-0.41231268755962613,-0.6118517349132444,0.19953904735361827
2018-05-15,0.3570203811758382,0.39058620704456204,0.033565825868723864
2018-05-16,0.8526992463672476,0.15289674388472463,0.699802502482523
2018-05-17,0.8842505543197796,0.3020165036540985,0.5822340506656811
2018-05-18,-0.33023612389636753,-0.3074556338742589,0.022780490022108635
2018-05-21,-0.25518028930790354,-0.600760370608674,0.3455800813007705
2018-05-22,-0.5612428747787085,0.11196885788180921,0.6732117326605177
2018-05-23,-0.6026149861023149,-0.4516353641303099,0.15097962197200498
2018-05-24,0.4328078943401742,-0.0649075247143569,0.4977154190545311
2018-05-25,0.8501165714981231,0.3182262374515066,0.5318903340466166
2018-05-28,0.04875879712775267,-0.22100123137826522,0.2697600285060179
2018-05-29,-0.25554179915458913,-0.34588920738634243,0.0903474082317533
2018-05-30,-0.447232956931769,0.08814286910170255,0.5353758260334716
2018-05-31,-0.2572724804206328,-0.15064845590542475,0.10662402451520803
2018-06-01,-0.3347974959808351,0.3989229027754644,0.7337203987562995
2018-06-04,0.31796567510811236,0.39909154556003923,0.08112587045192687
2018-06-05,-0.027600099456917687,0.24387068898295,0.2714707884398677
2018-06-06,0.6991467283057673,-0.21233135006268644,0.9114780783684537
2018-06-07,1.1864843339098405,0.7059829783630107,0.4805013555468298
2018-06-08,-0.5566042495396867,-0.30379859047473845,0.25280565906494823
2018-06-11,-0.1410276187026112,-0.12406097407167294,0.016966644630938277
2018-06-12,0.04872012967968101,0.08690812720563013,0.03818799752594912
2018-06-13,-1.3641620595886077,0.0433358533422914,1.407497912930899
2018-06-14,-0.2585621832257385,-0.5365223714265667,0.2779601882008282
2018-06-15,-1.3846339984898874,-0.27656970326801766,1.1080642952218698
