,0
0,23.43620945090121
1,23.62644268469215
2,23.27518473571881
3,23.10662190424333
4,23.192787539262206
5,22.946980252475143
6,22.701539400700703
7,22.848601936868214
8,22.729600436150264
9,22.82030313156156
10,24.054404696225976
11,24.21090555129868
12,25.092561597062982
13,24.90795416578186
14,25.086576958016554
15,25.147911130856347
16,25.331507664152713
17,25.34418349759291
18,25.342364559843162
19,25.402388300114264
20,25.342620318537616
21,25.109289855376037
22,24.611226915499394
23,24.699661071072406
24,24.684980756678264
25,24.774631054474114
26,25.008599014080175
27,24.743219919986284
28,25.278504092717444
29,24.914596798513582
30,24.93688779590508
31,25.09878659606359
32,24.931409236508774
33,24.795007056179866
34,25.02784308836134
35,25.5014866998524
36,25.306364197663076
37,24.96566003616053
38,24.845231871540886
39,24.897781274439915
40,24.896745142997602
41,24.747924487703614
42,24.712475982777132
43,24.61541492129948
44,24.66611703724998
45,24.578487647826734
46,24.656335373725838
47,24.62784636766585
48,24.560544708457456
49,25.863011013765323
50,26.09475853688896
51,26.11498505536726
52,26.08895947451291
53,25.76879133671153
54,25.402230681978992
55,25.406754543626427
56,25.40206716244995
57,26.46536798266708
58,26.806859040455635
59,28.809694375421373
60,28.65998319459798
61,29.421577456029198
62,32.04824765500836
63,30.03355156148651
64,30.459790022961457
65,32.96876065908931
66,32.343970162458305
67,31.836057562078828
68,31.86104479554625
69,32.286043867067264
70,32.304696100485934
71,32.30721396479968
72,32.98600768271741
73,32.457180236450085
74,32.94652552838592
75,32.803886784553804
76,32.26346961637999
77,32.41923908935516
78,32.40193562685691
79,32.19973721436221
80,32.17193396737687
81,31.61396572888528
82,32.044934131660426
83,31.5138099077848
84,31.59985407006269
85,32.07507733700722
86,32.97016417442122
87,36.30770264289078
88,38.34682896040606
89,36.168472529579354
90,35.93907235418124
91,36.45203040606498
92,36.59387204599267
93,36.73304350566762
94,35.8220276677824
95,36.71322813719685
96,36.56937492184596
97,37.304878482487645
98,42.87943723872917
99,43.33384321115101
100,41.15485538972936
101,41.78893221073859
102,41.5509016625601
103,42.29220456652452
104,43.01828147585783
105,43.07379156317092
106,43.134568098196084
107,44.30320562304793
108,43.88544145690868
109,44.01672456924689
110,44.1810147021703
111,46.16046259109617
112,46.215125799961356
113,46.15373446048878
114,46.239125939333505
115,46.24254113325286
116,47.777668092556155
117,48.026213512924556
118,47.85475355343859
119,47.6287863287581
120,46.961895829846654
121,47.12729699383567
122,46.34851752762012
123,46.34295324498028
124,45.75172399054096
125,45.52756056246867
126,45.355762908847886
127,45.33386488193386
128,45.41355231983818
129,45.50310121084109
130,46.65937112225995
131,47.06372330654504
132,48.209372820509195
133,47.86557545239118
134,48.07630399290876
135,47.80639939247689
136,46.68891557942146
137,46.74728977191825
138,46.45521920225059
139,46.70129544230249
140,46.379262374813045
141,46.33314302391706
