,0
0,2.86351144535164
1,0.026681595004454908
2,0.27374869845294875
3,0.07191687983137536
4,3.1256883336659986
5,0.2618656747189904
6,0.030459872550060763
7,0.0008927822536384488
8,0.2639875888811433
9,2356.8099348060186
10,14.27539465804131
11,0.263966137116603
12,0.0016110615591308933
13,0.26526289872227454
14,122.35922519577
15,0.2642009423106134
16,0.33792486730448007
17,0.32139785193127024
18,0.2671707046171182
19,2.9305541279982212
20,1.7596501191345777
21,73.78742562010598
22,0.004115767467531935
23,0.021689005403211045
24,620.0734672872635
25,20441.75571459893
26,34.01831318690087
27,2.2341490268120462e-05
28,0.26436149909830914
29,0.2749597221178726
30,3.903529538303704
31,2.3320523085419564
32,0.2654301593027199
33,183.93021363602443
34,206.49055059021651
35,8.268837471339143
36,0.2644944799648945
37,0.26504728343364947
38,29.510425273458562
39,8.021556442679127
40,0.14226150590496064
41,0.7333312876967653
42,0.2660708602709618
43,0.26618652611169497
44,45926.27232676959
45,0.2662839923991429
46,0.8845240384652922
47,0.2919941133085529
48,0.26593773149679073
49,3.8218938132771186e-05
50,28.294874070082354
51,0.00013302778399018888
52,0.00015419629433019411
53,0.10111227077210876
54,0.3091177878508784
55,0.26619177479338224
56,55.76351038032178
57,0.00680825158963391
58,0.0037284609255148838
59,0.29313798157045323
60,0.021266876915413034
61,0.17178380273940272
62,0.007071275633802316
63,0.0439343335489492
64,0.27704153784165936
65,0.28831407811248827
66,0.271231768848219
67,0.16136483107224733
68,0.006089776320537555
69,96.20857553318041
70,9.966045774113617
71,0.5539117441290511
72,0.26927172730637533
73,60.466512878714774
74,0.17387892121000123
75,0.03592807241078299
76,0.26736321592219353
77,0.2681950776025199
78,4.323350675985971e-05
79,3130.1782803384963
80,5.546367613335819
81,0.0009389554670365612
82,0.12697611399101652
83,0.2704218575675156
84,0.010735265347733114
85,0.5431211514638263
86,5.563688353119925
87,11.726219979676593
88,0.30659086078663833
89,0.3125556679585373
90,522.363902074976
91,5.721229998819284
92,0.0003547666022779824
93,21.029607499448144
94,0.2692862760471627
95,0.265882522419454
96,0.2660625677546372
97,0.24095154559629417
98,0.26751425093260767
99,0.2663704537118962
100,0.2682892860199409
101,0.2682514522754782
102,0.007063200316175733
103,413.7783964755423
104,0.28006032911720324
105,0.20653716442836928
106,0.0017788918183583046
107,0.2713315297690487
108,1.6878871924820669
109,1351.5818252234735
110,1.979170281081237
111,0.26775040459361216
112,0.268597048086454
113,0.26825167005157746
114,0.0060517621104955385
115,0.2680488805258351
116,0.26819865377534735
117,28.39302980837871
118,52.11663711301232
119,0.2817469835168488
120,0.015681661071485282
121,0.03850519843067055
122,0.2684118144497083
123,0.3396381879723437
124,0.9331276786308934
125,0.3090853669299246
126,1.317750853377093
127,2.291372269091666
128,0.2673879632671917
129,26.443588341545805
130,9.187319294740554
131,1.0305664718382246
132,0.08564620393722867
133,0.2671927587276037
134,23.886792432425597
135,0.26908544770173726
136,17.831326987650495
137,2.0878336850730506
138,9.999999999999997e-06
139,1.189953005515322
140,7.915289635383961
141,0.26655894731894864
142,0.2689685610731677
143,0.35402814038868224
144,5.494869530849041
145,0.002113181708247092
146,0.27248138975245795
147,0.26601918396726826
148,9.3205148015233
149,0.1277269060140373
150,0.2734610184749439
151,0.40691726213352947
152,1.7772082334136197
153,0.3006210049982995
154,0.8480364043262272
155,2.400868475831816
156,0.19711357568201496
157,0.27382160848162435
158,0.30509591511224143
159,0.8572641770058256
160,2318.899952760687
161,0.27448821699595044
162,0.27407168114165603
163,0.6301437712753263
164,32.17210148866301
165,0.2749370703814864
166,2.7636177501524424
167,2.2418307163423634
168,0.028781885197331738
169,0.07291275465227498
170,0.27565814477967987
