,0
0,9.999999999999997e-06
1,9.999999999999997e-06
2,0.0008030582447327069
3,8.536423310833361e-05
4,1.0898595687977511e-05
5,9.999999999999997e-06
6,0.00013759519569643688
7,0.0002693459089635869
8,0.0010871121125153706
9,0.0008627693888602955
10,9.999999999999997e-06
11,5.241201900024863e-05
12,9.999999999999997e-06
13,9.999999999999997e-06
14,9.999999999999997e-06
15,0.00035502046806255985
16,0.00016091873184901926
17,9.999999999999997e-06
18,2.7775600567046127e-05
19,5.720930180449119e-05
20,9.999999999999997e-06
21,1.464188362798276e-05
22,4.5650293273209596e-05
23,0.0001797587268833903
24,9.999999999999997e-06
25,9.999999999999997e-06
26,9.999999999999997e-06
27,1.05265653408619e-05
28,9.999999999999997e-06
29,0.0002857023325101037
30,0.0003438975982735411
31,3.889745793664485e-05
32,3.42423739289725e-05
33,6.758341657684845e-05
34,9.999999999999997e-06
35,9.524551591938687e-05
36,4.830600669114394e-05
37,9.999999999999997e-06
38,9.999999999999997e-06
39,0.00020921644659710868
40,1.637171303629092e-05
41,9.999999999999997e-06
42,9.999999999999997e-06
43,3.9454432092580613e-05
44,6.937071249831798e-05
45,9.999999999999997e-06
46,0.00039409352862620865
47,0.0002576018675986412
48,0.0001402287739013802
49,0.0007217277661131545
50,9.999999999999997e-06
51,2.0770107799444145e-05
52,0.00023417145450155575
53,0.00031549576129985036
54,9.999999999999997e-06
55,9.999999999999997e-06
56,0.0005657127002464686
57,2.0531702185913768e-05
58,9.999999999999997e-06
59,0.00018394240934347102
60,9.999999999999997e-06
61,9.999999999999997e-06
62,9.999999999999997e-06
63,0.0015419276060824043
64,9.999999999999997e-06
65,6.624554502200007e-05
66,9.999999999999997e-06
67,0.0002412957474240767
68,0.00023239439281086014
69,0.00016038684787704127
70,0.0013258409726587055
71,0.0007996646682977784
72,0.0005626182361535801
73,0.00056402948815343
74,9.999999999999997e-06
75,0.0007622873039718417
76,0.0002534859042052171
77,0.0003914626830731783
78,5.540081315620298e-05
79,0.0003086380150426335
80,4.023025559529871e-05
81,0.0002888869881634863
82,0.0008045265030802272
83,0.00012123655573317606
84,9.999999999999997e-06
85,6.99726836486e-05
86,9.999999999999997e-06
87,9.999999999999997e-06
88,0.0001939083700214822
89,0.00023449060734308513
90,9.999999999999997e-06
91,0.0002692595451661265
92,9.999999999999997e-06
93,0.00034881398662866213
94,6.260958162407225e-05
95,9.999999999999997e-06
96,0.00013156606641348377
97,4.594767541823987e-05
98,0.00018221604291711606
99,0.00023755248533784866
100,5.4835194715511306e-05
101,0.00016944076857576749
102,9.999999999999997e-06
103,9.999999999999997e-06
104,1.6643533070396713e-05
105,0.0002570320548288508
106,3.04891076975168e-05
107,8.542999877453272e-05
108,9.999999999999997e-06
109,9.999999999999997e-06
110,1.3081905186587158e-05
111,9.999999999999997e-06
112,9.999999999999997e-06
113,9.999999999999997e-06
114,9.999999999999997e-06
115,9.999999999999997e-06
116,0.0013073685909366882
117,9.999999999999997e-06
118,0.00031965009488790964
119,9.999999999999997e-06
120,9.999999999999997e-06
121,9.999999999999997e-06
122,9.999999999999997e-06
123,9.999999999999997e-06
124,2.1999574231833908e-05
125,1.0520453977456221e-05
126,9.999999999999997e-06
127,0.0001497532284912285
128,9.999999999999997e-06
129,0.00023574143696060637
130,0.00012908313625384674
131,9.999999999999997e-06
132,9.999999999999997e-06
133,9.999999999999997e-06
134,9.999999999999997e-06
135,0.0004860750089543697
136,7.945066391429257e-05
137,0.00237135569431367
138,4.102134535699198e-05
139,2.9902215638827123e-05
140,0.0006068708723273833
141,0.0018899563915330485
