,0
0,0.0005172912533076577
1,0.001898553581939546
2,0.0006191492158813479
3,36205.66496275617
4,6.059004136010257
5,2.9692353395135403e-05
6,11.738681165408307
7,2.4590169766820688e-05
8,6.132997545750503
9,6.084551718868194
10,6.04408100193125
11,0.0002584036335989951
12,9.999999999999997e-06
13,1780.3183044998716
14,0.018870915623063797
15,0.004441876956010176
16,34.60995251962565
17,69.29226600073089
18,3.2092718661975535e-05
19,823.3630902832806
20,0.0022693737641813275
21,0.0014240570367869884
22,2129.1982386730624
23,100000.00000000001
24,334.7635167312976
25,842.2615182096994
26,24923.597610894827
27,7880.741949834194
28,2032.5067005402407
29,0.0454792462938303
30,0.00016972523615561264
31,0.007829824723622699
32,657.1702520894158
33,0.0006196033235840044
34,0.03695750668676244
35,0.00022681499440030904
36,0.0003368642709864225
37,0.00024331962328004163
38,13.85973812870443
39,29.208240040305252
40,9.999999999999997e-06
41,5.989262103538322
42,5.915454881168738
43,0.000241169609884229
44,0.01120057276850462
45,2363.2661714658498
46,533.5518888611634
47,2288.951262478075
48,1.556015810380887e-05
49,0.0009412269321290268
50,6.005715783016306
51,0.00020430839048995309
52,100000.00000000001
53,3.5556546522680264e-05
54,253.72865522985398
55,327.05251179403865
56,9.999999999999997e-06
57,0.07480527649550549
58,0.005528809089287385
59,368.58979411923883
60,0.00035652655799552595
61,0.16400102326340601
62,14158.45845909478
63,2.9167808296331265e-05
64,6.173922545929837
65,14.387829705756124
66,0.026070977399715863
67,0.001969554483477387
68,1.3894307588623833e-05
69,0.06439276409078878
70,913.4301103237862
71,0.6003002313572465
72,6.116644838494826
73,26965.391543538917
74,0.42455581186407915
75,0.0032198902176933356
76,0.01969985024768544
77,0.009842220474460078
78,0.00047207029799653386
79,0.06493249092686164
80,0.21022100076961184
81,9.999999999999997e-06
82,4.4928924957015807e-05
83,33037.25070899418
84,1.8640164990538583e-05
85,0.0005330920550356716
86,2.5185852024930285e-05
87,0.0002591268198698474
88,0.30879287826508145
89,0.00768104033786546
90,0.3101967288901418
91,0.01253177293385377
92,0.036832334386588
93,95972.61323501746
94,9.999999999999997e-06
95,3487.390375944967
96,99999.99987386607
97,0.16594500710723342
98,0.0001228569150069835
99,34240.405719977105
100,43089.48868881561
101,234.06063520216915
102,5.048067588186608
103,0.003964549539016621
104,0.21586272735962886
105,1.0611510782567263e-05
106,5.154621901895148e-05
107,0.21350040457024938
108,0.3115493091856949
109,307.75969403952377
110,9.999999999999997e-06
111,1.684101802442667e-05
112,77952.95876761733
113,2.7975278516986007e-05
114,94278.14373690145
115,0.00522591726037978
116,5185.81819995492
117,9.877364223982475
118,4.98586989378555
119,21.16787656643757
120,12572.990571419097
121,6565.115835546571
122,4.567907488348076
123,0.4755578811501173
124,0.00466187069135289
125,0.0007391180097665272
126,18.46771662632323
127,9.999999999999997e-06
128,98360.50396826655
129,2.4522114846544892e-05
130,112.5709396497141
131,0.013428754370466648
132,0.2243158233159583
133,29451.882953245717
134,19159.102846204394
135,0.012416266129046297
136,0.002602256446764886
137,661.9835637102832
138,5.192395994996641e-05
139,0.0005304550979228867
140,3.6342102590876815
141,0.006078183582778389
142,0.3665269611142963
143,0.016710441148143986
144,3.4799770237580994
145,0.004846907668683922
146,29320.957254137236
147,0.20978192071079946
148,0.03225082664438463
149,387.4702638300776
150,0.33512298556323694
151,0.1032660291585253
152,0.001151356091038067
153,0.001854771364780488
154,94261.95352301652
155,3.5638213776486047
156,36917.00572720387
157,0.05788831673288876
158,1.4968236641802589e-05
159,0.0010155238310708887
160,0.6080841782305194
161,3.310566778194843
162,20741.424907582892
163,0.1873069053945861
164,0.005387425198733928
165,0.30619757152036775
166,0.33380266447613965
167,0.0009262158072698893
168,0.2974847894099663
169,3.275402854860475
170,0.002096852639735245
