,0
0,0.29197817480975974
1,15.271200734286024
2,0.2483763023046239
3,0.24383746510567994
4,0.22921230478132074
5,0.21484374911707976
6,0.23439943283087303
7,0.22182211554173809
8,0.19645658836382257
9,0.23928985190555715
10,0.2426883425936874
11,0.35597762844352454
12,0.23696315636670137
13,0.25677161749545185
14,0.22778696662243778
15,0.22797399297882462
16,0.2331210245656479
17,0.2469241822745869
18,0.2262725075436505
19,0.2525631628055336
20,0.24594920277928312
21,0.258304157263704
22,0.2236026377401011
23,0.0008346017174061811
24,0.15444381429245138
25,0.2679270652448665
26,0.2366001170239626
27,0.04674337699366268
28,0.3351244817248257
29,0.2554669488234178
30,0.2625927478509542
31,0.24751445876853143
32,0.223668648992906
33,0.2551508548894543
34,0.00032052533128834804
35,0.24685196546151358
36,0.24015952311217573
37,0.2315359806260329
38,0.2553148138348583
39,0.24607140328645796
40,0.24462005826491123
41,0.22419130637476606
42,0.25913265255158596
43,0.2331805269322883
44,0.0012043837466754598
45,322.9764948001986
46,0.2383611732552405
47,0.24894760227566592
48,1.0647454376555785
49,0.2759898896059628
50,0.0010374436590529599
51,166.1673978172502
52,0.18343458869708085
53,2.0121242702968596
54,273.25450402771736
55,0.243258978889935
56,0.25762603036484083
57,0.22139041844998897
58,0.21398066210101307
59,0.10483166498638757
60,0.26210882946803715
61,0.2347652206568443
62,0.9033748610767732
63,0.19888171444266675
64,0.22655281284774106
65,0.27423688857697165
66,0.25342714513375914
67,0.24800665652181517
68,0.6521360055466253
69,0.24590524950343504
70,0.25092178354093225
71,0.24396891931966938
72,0.2599474057907503
73,0.0578651994530421
74,0.2512704975205134
75,0.24686488244175922
76,0.2626171114597442
77,0.26839175264882953
78,0.28039698653311984
79,0.009570687290225907
80,0.24307075135286466
81,0.23908981201435706
82,0.11940144612519107
83,0.4632535377192113
84,0.2260045123293363
85,0.23635978840064084
86,0.2382700219148367
87,0.26065133723638684
88,0.12960463262474586
89,0.24795542677014312
90,0.23667541354060204
91,0.2589794646450337
92,0.2575934698162459
93,0.17440455467290356
94,0.25561310395963666
95,0.28128439674906575
96,0.28037426725453257
97,4.485847209255852
98,0.26444383936377763
99,75.29689134782868
100,0.24538337282210373
101,0.26135018979377966
102,0.2594904155735572
103,0.027936045553828004
104,0.28870011012906943
105,1208.063217072897
106,0.23697135001833747
107,0.7977008422524461
108,0.23727957684869208
109,0.2469927349012178
110,52383.65222692709
111,0.24257742306496458
112,1.128700884165647e-05
113,0.30270817076222495
114,53.66547366694412
115,0.8026984156444407
116,1.048486408473951
117,0.25127551204519616
118,1.0297400634122729
119,0.005032219415296852
120,13.674703555880635
121,0.2393855470405918
122,0.2591590874264737
123,0.0006403921756465384
124,0.24174903028646433
125,0.24944362651718618
126,0.2720166919016488
127,0.01280041027228484
128,338.46394617125196
129,0.24310915802097702
130,0.015200083905492557
131,0.2489493554753122
132,0.23688470367683548
133,0.24563945792548625
134,0.24810445999077876
135,0.006374685988565875
136,0.2546794704610604
137,0.21851334665278996
138,0.2657716541917325
139,0.000465728013901005
140,0.2554090288460445
141,0.5450261906453744
142,0.2584554025700918
143,0.2545831994501943
144,2.705123640271672
145,0.25905416234510337
146,0.027101190941128367
147,0.0037519418605466274
148,0.002056334939339296
149,3.9550760714283815
150,2.4868227520700987
151,1.602035719426417
152,0.9468582182861482
153,0.0012836438673661432
154,0.010301223869592561
155,0.8190833608453514
156,9.999999999999997e-06
157,0.2565635009026217
158,0.2543280589216405
159,0.34049831981155215
160,0.13057722956327988
161,0.29490745104645627
162,0.0069071399223130875
163,0.002989068198556439
164,7.643003058753295
165,4.296348622776671
166,0.2654672627958081
167,0.26496733337326533
168,0.04926654654783491
169,0.03360672446324629
170,0.21602293261434766
